,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,City Council District,2018 Solar-Ready Status,Agency,Site,BBL,Address,Borough,Environmental Justice Zone**,Total Gross Square Footage,Roof Condition,Roof Age,Solar-Readiness Assessment***,Other Sustainability Projects****
68,68,68,68,2,Solar-Ready,DHS,George Daly House Residence,1003870049,269 East 4th St,Manhattan,EJZ,"50,478 GSF",Good,< 2 years,,
69,69,69,69,2,Not Solar-Ready,DCAS,Manhattan Appellate Court,1008550001,27 Madison Ave,Manhattan,EJZ,"54,300 GSF",Fair,15 to 19 years,,
70,70,70,70,2,Solar-Ready,DHS,Manhattan Bowery Shelter,1004580011,8 East 3rd St,Manhattan,EJZ,"55,000 GSF",Good,5 to 9 years,,
71,71,71,71,2,Not Solar-Ready,DOE,M661,1009210064,240 2ND AVE,Manhattan,,"55,260 GSF",Fair,10 to 14 years,,
72,72,72,72,2,Not Solar-Ready,DCLA,The Public Theater,1005440016,425 Lafayette St,Manhattan,,"61,420 GSF",Good,Unknown,,
73,73,73,73,2,Not Solar-Ready,DHS,Sirovich Senior SRO,1004540052,331-37 East 12 Street,Manhattan,,"63,335 GSF",Unknown,Unknown,,
74,74,74,74,2,Not Solar-Ready,DOE,M034,1003810038,730 EAST 12 STREET,Manhattan,EJZ,"66,080 GSF",Fair,15 to 19 years,,
75,75,75,75,2,Solar-Ready,DOE,M844,1009550001,400 1ST AVENUE,Manhattan,,"68,480 GSF",Good,5 to 9 years,,
76,76,76,76,2,Solar-Ready,DOE,M015,1003740020,333 EAST 4 STREET,Manhattan,EJZ,"72,080 GSF",Between Good and Fair,5 to 9 years,,
77,77,77,77,2,Not Solar-Ready,DOE,M116,1009130007,210 EAST 33 STREET,Manhattan,EJZ,"74,480 GSF",Fair,10 to 14 years,,
78,78,78,78,2,Not Solar-Ready,DOE,M660,1008780016,127 E. 22 ST.,Manhattan,,"81,560 GSF",Fair,15 to 19 years,,
79,79,79,79,2,Not Solar-Ready,DOE,M019,1004530034,185 1ST AVENUE,Manhattan,,"84,125 GSF",Between Fair and Poor,> 20 years,,
80,80,80,80,2,Not Solar-Ready,DOE,M097,1003250011,525 EAST HOUSTON STREET,Manhattan,EJZ,"85,300 GSF",Fair,15 to 19 years,,
81,81,81,81,2,Not Solar-Ready,DOE,M061,1003940012,610 EAST 12 STREET,Manhattan,EJZ,"90,080 GSF",Fair,15 to 19 years,,
82,82,82,82,2,Not Solar-Ready,DOE,M063,1004310014,121 EAST 3 STREET,Manhattan,,"102,080 GSF",Under construction,Under construction,,
83,83,83,83,2,Not Solar-Ready,DOE,M040,1009250012,319 EAST 19 STREET,Manhattan,,"114,125 GSF",Between Good and Fair,10 to 14 years,,
84,84,84,84,2,Not Solar-Ready,DOE,M047,1009040024,223 EAST 23 STREET,Manhattan,,"141,660 GSF",Fair,> 20 years,,
85,85,85,85,2,Solar-Ready,DOE,M060,1004390017,420 EAST 12 STREET,Manhattan,,"144,175 GSF",Good,< 2 years,,
86,86,86,86,2,Not Solar-Ready,DOE,M104,1009260001,330 EAST 21 STREET,Manhattan,,"146,575 GSF",Fair,> 20 years,,
87,87,87,87,2,Not Solar-Ready,DOE,M475,1009220008,345 E. 15 ST.,Manhattan,,"218,562 GSF",Between Fair and Poor,> 20 years,,
88,88,88,88,2,Not Solar-Ready,NYPD,13th Precinct,1009010006,230 East 21st St,Manhattan,,"313,625 GSF",Good,10 to 14 years,,
89,89,89,89,2,Not Solar-Ready,DOE,M620,1,111 E. 33 ST.,Manhattan,EJZ,"314,952 GSF",Between Fair and Poor,> 20 years,,
90,90,90,90,2,Not Solar-Ready,DOHMH,Public Health Laboratory,1009320017,455 1st Ave,Manhattan,EJZ,"324,505 GSF",Poor,15 to 19 years,,
91,91,91,91,2,Not Solar-Ready,DOE,M460,1008720057,40 IRVING PLACE,Manhattan,,"450,200 GSF",Under construction,Under construction,,
92,92,92,92,3,Not Solar-Ready,FDNY,Engine Co. 1 and Ladder Co. 24,1008060066,142 West 31st St,Manhattan,,"11,326 GSF",Unknown,> 20 years,,
93,93,93,93,3,Not Solar-Ready,NYPL,Columbus Branch Library,1010600063,742 10th Ave,Manhattan,,"11,554 GSF",Poor,15 to 19 years,,
94,94,94,94,3,Solar-Ready,NYPL,Muhlenberg Branch Library,1007730038,209 West 23rd St,Manhattan,EJZ,"12,953 GSF",Fair,< 2 years,,
95,95,95,95,3,Not Solar-Ready,FDNY,FDNY Museum,1005790011,278 Spring St,Manhattan,,"14,901 GSF",Fair,15 to 19 years,,
96,96,96,96,3,Not Solar-Ready,NYPL,Hudson Park Branch Library,1005820018,66 Leroy St,Manhattan,,"17,565 GSF",Unknown,15 to 19 years,,
97,97,97,97,3,Not Solar-Ready,FDNY,"Engine Co. 3 at Ladder Co. 12, Batt. 7",1007940064,146 West 19th St,Manhattan,,"17,586 GSF",Unknown,10 to 14 years,,
98,98,98,98,3,Not Solar-Ready,NYPD,10th Precinct,1007690055,230 West 20th St,Manhattan,,"20,110 GSF",Unknown,> 20 years,,
99,99,99,99,3,Not Solar-Ready,NYPL,Jefferson Market Branch Library,1006060001,425 6th Ave,Manhattan,,"20,735 GSF",Unknown,Unknown,,
100,100,100,100,3,Solar-Ready,DPR,High Line Maintenance and Operations Building,1006440010,820 Washington St,Manhattan,,"24,641 GSF",Fair,2 to 4 years,,
101,101,101,101,3,Solar-Ready,DPR,Tony Dapolito Recreation Center,1,3 Clarkson St,Manhattan,,"27,440 GSF",Between Good and Fair,5 to 9 years,,Cool Roof
102,102,102,102,3,Not Solar-Ready,DOHMH,Chelsea Health Center,1007240082,303 9th Ave,Manhattan,EJZ,"27,985 GSF",Unknown,10 to 14 years,,
103,103,103,103,3,Not Solar-Ready,NYPD,18th Precinct (Midtown North),1010440038,306 West 54th St,Manhattan,,"30,000 GSF",Poor,10 to 14 years,,
104,104,104,104,3,Not Solar-Ready,NYPD,6th Precinct,1006200033,233 West 10th St,Manhattan,,"30,489 GSF",Good,10 to 14 years,,
105,105,105,105,3,Not Solar-Ready,NYPD,Parking Enforcement Division,1008050082,134 West 30th St,Manhattan,,"36,702 GSF",Between Good and Fair,10 to 14 years,,
106,106,106,106,3,Not Solar-Ready,DCAS,Midtown Community Court,1010440022,314 West 54th St,Manhattan,,"39,150 GSF",Between Good and Fair,10 to 14 years,,
107,107,107,107,3,Not Solar-Ready,NYPD,14th Precinct (Midtown South),1007590008,357 West 35th St,Manhattan,,"40,107 GSF",Between Fair and Poor,15 to 19 years,,
108,108,108,108,3,Not Solar-Ready,DOE,M451,1007670068,250 WEST 18 ST.,Manhattan,EJZ,"48,953 GSF",Between Fair and Poor,> 20 years,,
109,109,109,109,3,Solar-Ready,DPR,Chelsea Recreation Center,1007220057,430 West 25th St,Manhattan,,"54,000 GSF",Between Good and Fair,5 to 9 years,,Green Roof
110,110,110,110,3,Not Solar-Ready,DSNY,Manhattan 6 Vehicle Storage and Fueling,1,657 West 30th St,Manhattan,,"60,000 GSF",Fair,> 20 years,,
111,111,111,111,3,Solar-Ready,DOE,M035,1010430022,317 WEST 52 STREET,Manhattan,,"64,480 GSF",Good,< 2 years,,
112,112,112,112,3,Not Solar-Ready,DOE,M033,1007240023,281 9TH AVENUE,Manhattan,EJZ,"83,100 GSF",Between Good and Fair,10 to 14 years,,
113,113,113,113,3,Not Solar-Ready,DOE,M041,1006060049,116 WEST 11 STREET,Manhattan,,"97,300 GSF",Fair,15 to 19 years,,
114,114,114,114,3,Not Solar-Ready,DOE,M111,1010630051,440 WEST 53 STREET,Manhattan,EJZ,"108,080 GSF",Between Fair and Poor,> 20 years,,
115,115,115,115,3,Not Solar-Ready,DOE,M051,1010720045,520 W.44 STREET,Manhattan,,"108,597 GSF",Poor,Unknown,,
116,116,116,116,3,Solar-Ready,DOE,M011,1007440024,320 WEST 21 STREET,Manhattan,,"115,300 GSF",Fair,5 to 9 years,,
117,117,117,117,3,Not Solar-Ready,DOE,M615,1004910016,131 AVENUE OF AMERICAS,Manhattan,,"119,645 GSF",Fair,10 to 14 years,,
118,118,118,118,3,Not Solar-Ready,DOE,M003,1005850041,490 HUDSON STREET,Manhattan,,"121,280 GSF",Fair,> 20 years,,
119,119,119,119,3,Not Solar-Ready,DOE,M017,1010380014,328 WEST 48 STREET,Manhattan,,"121,300 GSF",Fair,10 to 14 years,,
120,120,120,120,3,Not Solar-Ready,DOE,M641,1005810054,16 CLARKSON ST.,Manhattan,,"133,325 GSF",Under construction,Under construction,Yes,
121,121,121,121,3,Not Solar-Ready,DOE,M933,1007310054,425 WEST 33RD STREET,Manhattan,,"164,790 GSF",Fair,> 20 years,,
122,122,122,122,3,Not Solar-Ready,DSNY,Manhattan Borough Repair Shop,1006700050,640 West 26th St,Manhattan,,"205,000 GSF",Poor,> 20 years,,
123,123,123,123,3,Not Solar-Ready,DOE,M625,1010590015,439 W. 49 ST,Manhattan,,"272,912 GSF",Under construction,Under construction,,
124,124,124,124,3,Solar-Ready,DOE,M600,1007740019,225 W. 24 STREET,Manhattan,,"363,130 GSF",Fair,5 to 9 years,,
125,125,125,125,3,Solar-Ready,DSNY,"Manhattan Community Districts 1, 2 and 5",1,353 Spring St,Manhattan,,"388,255 GSF",Good,2 to 4 years,,
126,126,126,126,3,Not Solar-Ready,NYPD,Pier 76 Tow Pound,1006650010,1 Pier 76,Manhattan,,"393,040 GSF",Poor,> 20 years,,
127,127,127,127,3,Not Solar-Ready,DOE,M535,1010790029,525 W. 50 ST,Manhattan,,"517,274 GSF",Fair,15 to 19 years,,
128,128,128,128,4,Not Solar-Ready,FDNY,"Engine Co. 39, Ladder Co. 16",1014020029,157 East 67th St,Manhattan,,"12,960 GSF",Unknown,10 to 14 years,,
129,129,129,129,4,Not Solar-Ready,NYPL,Yorkville Branch Library,1014330037,222 East 79th St,Manhattan,,"13,112 GSF",Fair,> 20 years,,
130,130,130,130,4,Not Solar-Ready,DCLA,Metropolitan Museum of Art Offices,1014930166,6 East 82nd Street,Manhattan,,"13,457 GSF",Between Fair and Poor,> 20 years,,
131,131,131,131,4,Solar-Ready,NYPL,96th Street Branch Library,1015240064,112 East 96th St,Manhattan,,"13,615 GSF",Fair,< 2 years,,
132,132,132,132,4,Not Solar-Ready,DPR,Asser Levy Recreation Center and Pool,1,East 23rd St at FDR Dr,Manhattan,EJZ,"19,806 GSF",Fair,> 20 years,,
133,133,133,133,4,Solar-Ready,DPR,Recreation Center 54,1013460032,348 East 54th St,Manhattan,,"21,920 GSF",Between Good and Fair,< 2 years,,Cool Roof
134,134,134,134,4,Not Solar-Ready,NYPD,19th Precinct,1014020025,153 East 67th St,Manhattan,,"24,326 GSF",Between Fair and Poor,5 to 9 years,,
135,135,135,135,4,Not Solar-Ready,DHS,New Providence SRO Residence,1013190011,225 East 45th St,Manhattan,,"32,221 GSF",Under construction,Under construction,,
136,136,136,136,4,Not Solar-Ready,DOE,M486,1009980041,120 W.46 STREET,Manhattan,EJZ,"62,180 GSF",Fair,> 20 years,,
137,137,137,137,4,Not Solar-Ready,DOE,M169,1,110 EAST 88 STREET,Manhattan,,"74,480 GSF",Fair,> 20 years,,
138,138,138,138,4,Not Solar-Ready,DOE,M488,1013300013,228 EAST 57 STREET,Manhattan,,"80,000 GSF",Unknown,Unknown,,
139,139,139,139,4,Solar-Ready,DCLA,The Met Breuer,1013890050,945 Madison Avenue,Manhattan,,"82,000 GSF",Good,2 to 4 years,,
140,140,140,140,4,Not Solar-Ready,OCME,Chief Medical Examiners Building,1009620001,520 1st Ave,Manhattan,EJZ,"90,456 GSF",Poor,> 20 years,,
141,141,141,141,4,Not Solar-Ready,DOE,M006,1014930021,45 EAST 81 STREET,Manhattan,,"91,300 GSF",Fair,> 20 years,,
142,142,142,142,4,Not Solar-Ready,NYPL,Mid-Manhattan Library,1008690074,455 5th Ave,Manhattan,,"146,157 GSF",Good,10 to 14 years,,
143,143,143,143,4,Solar-Ready,DCLA,New York City Center,1010080015,131 W 55 St.,Manhattan,,"177,000 GSF",Good,2 to 4 years,,
144,144,144,144,4,Not Solar-Ready,HHC,Ambulatory Care Building,1009620100,462 1st Ave,Manhattan,EJZ,"192,559 GSF",Good,10 to 14 years,,
145,145,145,145,4,Solar-Ready,DCLA,Carnegie Hall,1010090001,881 7th Ave,Manhattan,,"304,000 GSF",Good,2 to 4 years,,
146,146,146,146,4,Not Solar-Ready,OCME,OCME Center for Forensic Sciences,1009620100,421 East 26th St,Manhattan,EJZ,"330,000 GSF",Good,10 to 14 years,,
147,147,147,147,4,Not Solar-Ready,DHS,Bellevue Men's Shelter,1009620097,400 East 30th St,Manhattan,EJZ,"480,000 GSF",Fair,> 20 years,,
148,148,148,148,4,Not Solar-Ready,DOE,M630,1,1075 SECOND AVE,Manhattan,,"632,828 GSF",Fair,15 to 19 years,,
149,149,149,149,4,Solar-Ready,NYPL,Central Library - Stephen A. Schwartzman Building,1012570001,476 5th Ave,Manhattan,,"661,428 GSF",Good,2 to 4 years,,
150,150,150,150,5,Not Solar-Ready,DPR,"John Jay Park, Pool and Comfort Station",1,East 76th St at FDR Dr,Manhattan,,"10,800 GSF",Fair,15 to 19 years,,
151,151,151,151,5,Not Solar-Ready,NYPL,Webster Branch Library,1014720028,1465 York Ave,Manhattan,,"11,801 GSF",Fair,> 20 years,,
152,152,152,152,5,Not Solar-Ready,NYPL,67th Street Branch Library,1014410038,328 East 67th St,Manhattan,,"13,788 GSF",Poor,15 to 19 years,,
153,153,153,153,5,Not Solar-Ready,DPR,Gracie Mansion,1015920001,97 East End Ave,Manhattan,,"15,000 GSF",Fair,15 to 19 years,,
154,154,154,154,5,Solar-Ready,DCLA,Metropolitan Museum of Art Storage,1015700029,438-440 East 91st St,Manhattan,,"27,323 GSF",Good,5 to 9 years,,
155,155,155,155,5,Solar-Ready,DOE,M816,1015540015,323 East 91st St,Manhattan,,"43,150 GSF",Good,5 to 9 years,,
156,156,156,156,5,Not Solar-Ready,DOE,M190,1015450005,311 EAST 82 STREET,Manhattan,,"50,700 GSF",Fair,15 to 19 years,,
157,157,157,157,5,Not Solar-Ready,DPR,Asphalt Green Recreation Facility,1015870001,1750 York Ave,Manhattan,,"56,000 GSF",Fair,> 20 years,,
158,158,158,158,5,Not Solar-Ready,DOE,M183,1014610007,419 EAST 66 STREET,Manhattan,,"58,800 GSF",Under construction,Under construction,,
159,159,159,159,5,Not Solar-Ready,DOE,M066,1015680008,421 EAST 88 STREET,Manhattan,,"69,680 GSF",Fair,> 20 years,,
160,160,160,160,5,Solar-Ready,DOE,M151,1015540023,1763 1ST AVENUE,Manhattan,,"78,595 GSF",Between Good and Fair,5 to 9 years,,
161,161,161,161,5,Solar-Ready,DOE,M114,1015540032,331 EAST 91ST STREET,Manhattan,,"79,020 GSF",Good,5 to 9 years,,
162,162,162,162,5,Not Solar-Ready,DOE,M198,1015240023,1700 3RD AVENUE,Manhattan,,"109,325 GSF",Between Fair and Poor,15 to 19 years,,
163,163,163,163,5,Solar-Ready,DOE,M271,1013730001,645 MAIN ST.,Manhattan,,"115,085 GSF",Good,2 to 4 years,,
164,164,164,164,5,Solar-Ready,DOE,M158,1014890001,1458 YORK AVENUE,Manhattan,,"127,325 GSF",Good,< 2 years,,
165,165,165,165,5,Not Solar-Ready,DOE,M480,1014420001,317 E. 67 STREET,Manhattan,,"361,820 GSF",Between Fair and Poor,> 20 years,,
166,166,166,166,6,Not Solar-Ready,DPR,Wollman Rink,1,Mid Central Park at 65th St,Manhattan,EJZ,"10,800 GSF",Fair,15 to 19 years,,
167,167,167,167,6,Not Solar-Ready,DPR,Central Park Lasker Rink and Pool,1,Central Park East Drive,Manhattan,EJZ,"11,000 GSF",Fair,> 20 years,,
168,168,168,168,6,Not Solar-Ready,DPR,CPC 79th St Maintenance Yard,1,West 79th St Transverse,Manhattan,EJZ,"11,000 GSF",Fair,> 20 years,,
169,169,169,169,6,Not Solar-Ready,DPR,North Meadow Recreation Center,1,Mid Central Park at 97th St Transverse,Manhattan,EJZ,"13,000 GSF",Fair,> 20 years,,
170,170,170,170,6,Not Solar-Ready,FDNY,Ladder Co. 25 and Division 3,1011690026,205 West 77th St,Manhattan,,"13,300 GSF",Unknown,15 to 19 years,,
171,171,171,171,6,Not Solar-Ready,FDNY,Manhattan Central Office,1,79th St Transverse Rd,Manhattan,EJZ,"13,465 GSF",Unknown,> 20 years,,
172,172,172,172,6,Not Solar-Ready,DPR,Tavern on the Green,1,65th St at Central Park West,Manhattan,EJZ,"14,436 GSF",Fair,> 20 years,,
173,173,173,173,6,Not Solar-Ready,NYPL,St. Agnes Branch Library,1012290031,444 Amsterdam Ave,Manhattan,,"17,792 GSF",Fair,10 to 14 years,,
174,174,174,174,6,Not Solar-Ready,DPR,Gertrude Ederle Recreation Center,1011510015,232 West 60th St,Manhattan,,"20,000 GSF",Fair,> 20 years,,
175,175,175,175,6,Not Solar-Ready,DPR,Manhattan Parks Shop and Garage,1,Mid Central Park at West 86th Transverse Rd,Manhattan,EJZ,"20,000 GSF",Fair,> 20 years,,
176,176,176,176,6,Solar-Ready,NYPD,22nd Precinct,1,190 86th St Transverse Rd,Manhattan,EJZ,"21,700 GSF",Good,5 to 9 years,,
177,177,177,177,6,Not Solar-Ready,NYPD,20th Precinct,1012120038,120 West 82nd St,Manhattan,EJZ,"28,000 GSF",Unknown,> 20 years,,
178,178,178,178,6,Not Solar-Ready,DPR,Arsenal Building,1011110001,830 5th Ave,Manhattan,EJZ,"39,904 GSF",Fair,15 to 19 years,,
179,179,179,179,6,Not Solar-Ready,DOE,M841,1012300001,466 WEST END AVENUE,Manhattan,,"64,880 GSF",Fair,> 20 years,,
180,180,180,180,6,Solar-Ready,DOE,M166,1012190047,132 WEST 89 STREET,Manhattan,,"87,680 GSF",Fair,5 to 9 years,,
181,181,181,181,6,Solar-Ready,DOE,M191,1011520029,210 WEST 61 STREET,Manhattan,,"90,080 GSF",Good,2 to 4 years,,
182,182,182,182,6,Not Solar-Ready,DOE,M084,1012050006,32 WEST 92 STREET,Manhattan,,"104,525 GSF",Fair,10 to 14 years,,
183,183,183,183,6,Not Solar-Ready,DOE,M199,1011580040,270 WEST 70 STREET,Manhattan,,"105,700 GSF",Between Good and Fair,10 to 14 years,,
184,184,184,184,6,Not Solar-Ready,DOE,M009,1012140029,100 WEST 84 STREET,Manhattan,,"105,725 GSF",Fair,15 to 19 years,,
185,185,185,185,6,Not Solar-Ready,DOE,M087,1011490007,160 WEST 78 STREET,Manhattan,,"106,800 GSF",Fair,15 to 19 years,,
186,186,186,186,6,Solar-Ready,DOE,M075,1012530065,735 WEST END AVENUE,Manhattan,,"110,575 GSF",Fair,5 to 9 years,,
187,187,187,187,6,Not Solar-Ready,NYPL,The Library for the Performing Arts,1011340025,40 Lincoln Center Plz,Manhattan,,"138,384 GSF",Between Good and Fair,15 to 19 years,,
188,188,188,188,6,Not Solar-Ready,DOE,M118,1012230005,154 WEST 93 STREET,Manhattan,,"168,175 GSF",Under construction,Under construction,,
189,189,189,189,6,Not Solar-Ready,DCLA,Lincoln Center Garage/Plaza,1,West 65th St at Amsterdam Ave,Manhattan,,"200,000 GSF",Between Good and Fair,> 20 years,,
190,190,190,190,6,Not Solar-Ready,DCLA,David H. Koch Theater,1011340005,20 Lincoln Ctr,Manhattan,,"247,480 GSF",Between Fair and Poor,> 20 years,,
191,191,191,191,6,Solar-Ready,DSNY,"Manhattan 4, 4A, 7 District Garage; Salt",1011040001,650 West 57th St,Manhattan,,"247,669 GSF",Good,2 to 4 years,Yes,
192,192,192,192,6,Not Solar-Ready,DCLA,David Geffen Hall,1011340001,140 West 65th St,Manhattan,,"300,000 GSF",Between Good and Fair,> 20 years,,
193,193,193,193,6,Solar-Ready,DCLA,Samuel B. & David Rose Building,1,70 Lincoln Center Plz,Manhattan,,"450,000 GSF",Good,5 to 9 years,,
194,194,194,194,6,Not Solar-Ready,DOE,M490,1011570025,122 AMSTERDAM AVE,Manhattan,EJZ,"524,950 GSF",Fair,> 20 years,Yes,
195,195,195,195,6,Solar-Ready,DCLA,Metropolitan Opera House,1,Lincoln Center Plaza,Manhattan,,"860,000 GSF",Good,2 to 4 years,,
196,196,196,196,6,Not Solar-Ready,DCLA,American Museum of Natural History,1011300001,200 Central Park West,Manhattan,,"1,500,000 GSF",Between Good and Fair,> 20 years,Yes,
197,197,197,197,6,Not Solar-Ready,DCLA,Metropolitan Museum of Art,1011110001,1000 5th Ave,Manhattan,EJZ,"2,153,282 GSF",Good,> 20 years,,
198,198,198,198,7,Not Solar-Ready,FDNY,Engine Co. 80 and Ladder Co. 23,1020710027,503 West 139th St,Manhattan,EJZ,"10,667 GSF",Between Fair and Poor,15 to 19 years,,
199,199,199,199,7,Not Solar-Ready,FDNY,Engine Co. 37 and Ladder Co. 40,1019660061,415 West 125th St,Manhattan,EJZ,"11,778 GSF",Between Fair and Poor,> 20 years,,
200,200,200,200,7,Not Solar-Ready,FDNY,Engine Co. 84 and Ladder Co. 34,1021200046,513 West 161st St,Manhattan,EJZ,"11,792 GSF",Fair,10 to 14 years,,
201,201,201,201,7,Not Solar-Ready,NYPL,George Bruce Branch Library,1019800022,518 West 125th St,Manhattan,EJZ,"16,364 GSF",Fair,10 to 14 years,,
202,202,202,202,7,Not Solar-Ready,DOHMH,Manhattanville Health Center,1019830003,21 Old Broadway,Manhattan,EJZ,"17,000 GSF",Unknown,10 to 14 years,,
203,203,203,203,7,Not Solar-Ready,NYPL,Hamilton Grange Branch Library,1020770026,503 West 145th St,Manhattan,EJZ,"20,403 GSF",Poor,15 to 19 years,,
204,204,204,204,7,Not Solar-Ready,NYPD,30th Precinct,1020660009,451 West 151st St,Manhattan,EJZ,"32,764 GSF",Between Fair and Poor,15 to 19 years,,
205,205,205,205,7,Not Solar-Ready,NYPD,26th Precinct,1019820038,520 West 126th St,Manhattan,EJZ,"36,856 GSF",Good,15 to 19 years,,
206,206,206,206,7,Not Solar-Ready,DOHMH,Riverside Health Center,1018520049,160 West 100th St,Manhattan,,"43,877 GSF",Poor,5 to 9 years,,
207,207,207,207,7,Not Solar-Ready,NYPD,24th Precinct,1018550005,151 West 100th St,Manhattan,EJZ,"44,485 GSF",Poor,15 to 19 years,,
208,208,208,208,7,Solar-Ready,HHC,Lower Washington Heights NFCC Clinic,1020600001,1721 Amsterdam Ave,Manhattan,EJZ,"59,209 GSF",Fair,5 to 9 years,,
209,209,209,209,7,Not Solar-Ready,DSNY,W. 135th Marine Transfer Station,1,135th St & Hudson River,Manhattan,,"60,932 GSF",Fair,> 20 years,,
210,210,210,210,7,Not Solar-Ready,DOT,West Side Highway Bents South Storage Yard,1,672 West 158th St,Manhattan,EJZ,"61,000 GSF",Unknown,Unknown,,
211,211,211,211,7,Not Solar-Ready,DOE,M093,1020840129,501-503 WEST 152 STREET,Manhattan,EJZ,"80,600 GSF",Good,10 to 14 years,,
212,212,212,212,7,Not Solar-Ready,DOE,M163,1018520099,163 WEST 97 STREET,Manhattan,,"82,801 GSF",Fair,15 to 19 years,,
213,213,213,213,7,Solar-Ready,DOE,M004,1021180022,500 WEST 160 STREET,Manhattan,EJZ,"84,100 GSF",Good,2 to 4 years,,
214,214,214,214,7,Solar-Ready,DOE,M036,1018500002,123 MORNINGSIDE DRIVE,Manhattan,EJZ,"85,280 GSF",Good,5 to 9 years,,
215,215,215,215,7,Solar-Ready,DOE,M145,1018590001,150 WEST 105 STREET,Manhattan,EJZ,"93,680 GSF",Between Good and Fair,5 to 9 years,Yes,
216,216,216,216,7,Solar-Ready,NYPD,Shop 9,1,675 West 158th St,Manhattan,EJZ,"94,200 GSF",Good,5 to 9 years,,
217,217,217,217,7,Not Solar-Ready,DOE,M506,1018550009,140 WEST 102ND STREET,Manhattan,EJZ,"102,100 GSF",Between Fair and Poor,15 to 19 years,,
218,218,218,218,7,Not Solar-Ready,DHS,Regent Hotel Shelter,1018760020,2720 Broadway,Manhattan,,"102,275 GSF",Poor,> 20 years,,
219,219,219,219,7,Not Solar-Ready,DOE,M192,1019880166,500 WEST 138 STREET,Manhattan,EJZ,"118,788 GSF",Fair,> 20 years,,
220,220,220,220,7,Not Solar-Ready,DOE,M054,1018620011,103 WEST 107 STREET,Manhattan,EJZ,"136,800 GSF",Fair,15 to 19 years,,
221,221,221,221,7,Not Solar-Ready,DOE,M165,1018800013,234 WEST 109 STREET,Manhattan,EJZ,"144,125 GSF",Between Fair and Poor,> 20 years,,
222,222,222,222,7,Not Solar-Ready,DOE,M043,1019840033,509 WEST 129 STREET,Manhattan,EJZ,"151,280 GSF",Under construction,Under construction,,
223,223,223,223,7,Not Solar-Ready,DOE,M125,1019640012,425 WEST 123 STREET,Manhattan,EJZ,"160,925 GSF",Between Fair and Poor,15 to 19 years,,
224,224,224,224,7,Not Solar-Ready,DOE,M153,1020780019,1750 AMSTERDAM AVENUE,Manhattan,EJZ,"162,125 GSF",Fair,> 20 years,,
225,225,225,225,7,Not Solar-Ready,DOE,M195,1020010005,625 WEST 133 STREET,Manhattan,EJZ,"186,000 GSF",Poor,> 20 years,,
226,226,226,226,7,Not Solar-Ready,DEP,Main Building,1,North River WPCP,Manhattan,EJZ,"259,240 GSF",Poor,> 20 years,,
227,227,227,227,8,Not Solar-Ready,NYPD,40th Precinct,2023140030,257 Alexander Ave,Bronx,EJZ,"10,296 GSF",Good,10 to 14 years,,
228,228,228,228,8,Not Solar-Ready,FDNY,Building 8 - Haz Mat Ops,1018190040,8 Cammarata Ave,Manhattan,EJZ,"10,882 GSF",Unknown,Unknown,,
229,229,229,229,8,Not Solar-Ready,FDNY,"Engine Co. 35 and Ladder Co. 14, Batt. 12",1017730033,2282 3rd Ave,Manhattan,EJZ,"10,900 GSF",Between Fair and Poor,15 to 19 years,,
230,230,230,230,8,Not Solar-Ready,FDNY,"Engine Co. 60 and Ladder Co. 17, Batt. 14",2023060052,341 East 143rd St,Bronx,EJZ,"11,250 GSF",Between Fair and Poor,> 20 years,,
231,231,231,231,8,Not Solar-Ready,DEP,Dewatering: A2,1,Wards Island WPCP,Manhattan,EJZ,"11,286 GSF",Poor,> 20 years,,
232,232,232,232,8,Not Solar-Ready,DHS,HS Cottage 1,1,"124 Sunken Garden Loop, Ward's Island",Manhattan,EJZ,"11,500 GSF",Fair,15 to 19 years,,
233,233,233,233,8,Not Solar-Ready,DHS,HS Cottage 3,1,"126 Sunken Garden Loop, Ward's Island",Manhattan,EJZ,"11,500 GSF",Fair,15 to 19 years,,
234,234,234,234,8,Not Solar-Ready,DHS,HS Cottage 4,1,"127 Sunken Garden Loop, Ward's Island",Manhattan,EJZ,"12,100 GSF",Fair,15 to 19 years,,
235,235,235,235,8,Not Solar-Ready,FDNY,Engine Co. 91,1016600030,242 East 111th St,Manhattan,EJZ,"12,298 GSF",Fair,15 to 19 years,,
236,236,236,236,8,Not Solar-Ready,DEP,Dewatering: A3,1,Wards Island WPCP,Manhattan,EJZ,"12,344 GSF",Poor,> 20 years,,
237,237,237,237,8,Not Solar-Ready,DEP,#31 Old Administration Bldg,1,Wards Island WPCP,Manhattan,EJZ,"12,720 GSF",Poor,> 20 years,,
238,238,238,238,8,Not Solar-Ready,DEP,Old Administration Bldg,1,Wards Island WPCP,Manhattan,EJZ,"12,720 GSF",Unknown,> 20 years,,
